ตาราง 17.5 ค่าตอบแทนแรงงานของสถานประกอบการที่พักแรม จำแนกตามภาค พ.ศ. 2561 2563 และ 2565  ,,,,,,,,
"Table  17.5 Remuneration of Accommodation Establishments by Region: 2018, 2020 and 2022",,,,,,,,
,,,,,,,,
,,,,,,,,(พันบาท  Thousand Baht)
ปี,ภาค,รวม (Total),ค่าจ้างเงินเดือน (Wages/salaries),"ค่าล่วงเวลา โบนัส (Overtime, bonus,  allowance, etc.)",ค่าสวัสดิการและผลประโยชน์ตอบแทนอื่นๆ (Fringe benefits),เงินที่สถานประกอบการจ่ายสมทบเข้ากองทุน เช่น กองทุนประกันสังคม ฯลฯ (Employer's contribution  to social security),Year,Region
2561,ทั่วราชอาณาจักร,59003069.5,48286883.9,4510015.5,3252510.0,2953660.1,2018,Whole Kingdom
2561,กรุงเทพมหานคร,16437726.0,12404980.1,2286935.6,991911.6,753898.8,2018,Bangkok
2561,ภาคกลาง,13313202.1,11075149.1,638907.9,599669.1,999475.9,2018,Central Region
2561,ภาคเหนือ,5023176.0,4393919.3,206531.5,214685.7,208039.5,2018,Northern Region
2561,ภาคตะวันออกเฉียงเหนือ,2527925.5,2322958.4,71149.6,35110.3,98707.3,2018,Northeastern Region
2561,ภาคใต้,21701039.9,18089877.0,1306491.0,1411133.4,893538.6,2018,Southern Region
2563,ทั่วราชอาณาจักร,62390098.3,49195981.8,5659209.4,4965443.8,2569463.3,2020,Whole Kingdom
2563,กรุงเทพมหานคร,19711107.6,14091077.7,2886330.8,1748999.0,984700.1,2020,Bangkok
2563,ปริมณฑล,1248141.0,1042251.8,103215.6,52850.3,49823.3,2020,Vicinity
2563,ภาคกลาง,12881101.8,11173475.6,517314.7,690011.1,500300.4,2020,Central Region
2563,ภาคเหนือ,4855063.9,4169382.5,329925.8,186374.3,169381.3,2020,Northern Region
2563,ภาคตะวันออกเฉียงเหนือ,2589548.4,2369413.9,89872.3,47273.5,82988.7,2020,Northeastern Region
2563,ภาคใต้,21105135.6,16350380.3,1732550.2,2239935.6,782269.5,2020,Southern Region
2565,ทั่วราชอาณาจักร,36686940.7,32337414.0,1336348.7,1891414.6,1121763.4,2022,Whole Kingdom
2565,กรุงเทพมหานคร,7623329.7,6757364.2,258836.7,360635.3,246493.5,2022,Bangkok
2565,ปริมณฑล,755921.6,690209.6,30986.1,10286.1,24439.8,2022,Vicinity
2565,ภาคกลาง,7004025.7,6138989.6,281249.1,353761.6,230025.4,2022,Central Region
2565,ภาคเหนือ,4074979.0,3642475.0,156974.0,139578.5,135951.5,2022,Northern Region
2565,ภาคตะวันออกเฉียงเหนือ,3047545.3,2831726.4,72780.5,31496.4,111542.0,2022,Northeastern Region
2565,ภาคใต้,14181139.4,12276649.2,535522.3,995656.7,373311.2,2022,Southern Region
,,,,,,,,
หมายเหตุ:  เป็นข้อมูลผลการดำเนินกิจการในช่วง ม.ค. - ธ.ค. ของปีก่อนหน้า  ,,,,,,,,
Note:  Oparation data in Jan. - Dec. of previous year,,,,,,,,
ที่มา:  การสำรวจที่พักแรม สำนักงานสถิติแห่งชาติ กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,,,,,,,,
"Source:  The Accommodation Survey, National Statistical Office, Ministry of Digital Economy and Society",,,,,,,,
