ตาราง 21.3 ปริมาณน้ำที่นำไปใช้งานได้จากอ่างเก็บน้ำขนาดใหญ่ จำแนกตามภาค และเขื่อน ณ วันที่ 1 มกราคม พ.ศ. 2566 - 2567,,,,,,,,,
Table 21.3 The Effective Storage Capacity from Reservoirs by Region and Dam as of 1st January: 2023 - 2024,,,,,,,,,
,,,,,,,,,
,,,,,,,,,(ล้านลูกบาศก์เมตร  Million cubic metres)
ภาค,เขื่อน,ความจุทั้งหมด (Total storage capacity),ความจุใช้งานได้  (Active storage),ปริมาณน้ำที่นำไปใช้งานได้ (Effective storage capacity) _2566 (2023) _ปริมาณ (Quantity),ปริมาณน้ำที่นำไปใช้งานได้ (Effective storage capacity)_ 2566 (2023) _ร้อยละ (Percent),ปริมาณน้ำที่นำไปใช้งานได้ (Effective storage capacity)_ 2567 (2024) _ปริมาณ (Quantity),ปริมาณน้ำที่นำไปใช้งานได้ (Effective storage capacity) _2567 (2024) _ร้อยละ (Percent),Region,Dam
ทั่วราชอาณาจักร,รวม,70926,47389,33353,70.4,30978,65.4,Whole Kingdom,Total
ภาคกลาง,รวม,1419,1359,1215,89.4,910,67.0,Central Region,Total
ภาคกลาง,ป่าสักชลสิทธิ์,960,957,843,88.1,800,83.6,Central Region,Pasak Jolasid
ภาคกลาง,กระเสียว,299,259,257,99.2,55,21.2,Central Region,Kraseaw
ภาคกลาง,ทับเสลา,160,143,115,80.4,55,38.5,Central Region,Thap Salao
ภาคตะวันออก,รวม,1515,1420,1205,84.9,974,68.6,Southern Region,Total
ภาคตะวันออก,บางพระ,117,105,95,90.5,71,67.6,Southern Region,Bang Phra
ภาคตะวันออก,หนองปลาไหล,164,150,157,104.7,143,95.3,Southern Region,Nongphalai
ภาคตะวันออก,ขุนด่านปราการชล,224,219,200,91.3,182,83.1,Southern Region,Khun Dan Prakarnchon
ภาคตะวันออก,คลองสียัด,420,390,267,68.5,112,28.7,Southern Region,Khlong Si Yat
ภาคตะวันออก,ประแสร์,295,275,248,90.2,226,82.2,Southern Region,Prasae
ภาคตะวันออก,นฤบดินทรจินดา,295,281,237,84.3,241,85.8,Southern Region,Naruebodindrachinta
ภาคตะวันตก,รวม,26605,13328,8417,63.2,8874,66.6,Southern Region,Total
ภาคตะวันตก,ศรีนครินทร์,17745,7480,5561,74.3,4339,58.0,Southern Region,Srinagarindra
ภาคตะวันตก,วชิราลงกรณ,8860,5848,2856,48.8,4536,77.6,Southern Region,Vajiralongkorn (Khao Laem)
ภาคเหนือ,รวม,24825,18080,13199,73.0,10600,58.6,Northern Region,Total
ภาคเหนือ,ภูมิพล,13462,9662,8079,83.6,6147,63.6,Northern Region,Bhumibol
ภาคเหนือ,สิริกิติ์,9510,6660,3493,52.4,2839,42.6,Northern Region,Sirikit
ภาคเหนือ,แม่งัดสมบูรณ์ชล,265,253,262,103.6,274,108.3,Northern Region,Mae Ngat Somboon Chon
ภาคเหนือ,กิ่วลม,106,103,99,96.1,92,89.3,Northern Region,Kiew Lom
ภาคเหนือ,แม่กวงอุดมธารา,263,249,235,94.4,196,78.7,Northern Region,Mae Kuang Udom Thara
