ตาราง 7.11 ข้าราชการในตำแหน่งระดับสูง จำแนกตามตำแหน่ง และเพศ ปีงบประมาณ 2565,,,,,,,,
Table 7.11 Senior Executives in Government by Position and Sex: Fiscal Year 2022,,,,,,,,
,,,,,,,,
,,,,,,,,(คน  Person)
ประเภท,ตำแหน่ง,ข้าราชการในตำแหน่งระดับสูง (Senior executives)_รวมยอด (Total),ข้าราชการในตำแหน่งระดับสูง (Senior executives)_ชาย (Male),ข้าราชการในตำแหน่งระดับสูง (Senior executives)_หญิง (Female),สัดส่วน (Proportion)_ชาย (Male),สัดส่วน (Proportion)_หญิง (Female),Type ,Position
รวมยอด,,1290,1015,275,78.68,21.32,Total,
ข้าราชการพลเรือนสามัญ,รวม,969,748,221,77.19,22.81,Ordinary Civil Servants,Total
ข้าราชการพลเรือนสามัญ,หัวหน้า/รองหัวหน้าส่วนราชการระดับกระทรวง/กรม,540,397,143,73.52,26.48,Ordinary Civil Servants,Executive
ข้าราชการพลเรือนสามัญ,ผู้ตรวจราชการกระทรวง,82,55,27,67.07,32.93,Ordinary Civil Servants,Inspector-General
ข้าราชการพลเรือนสามัญ,ผู้ตรวจราชการสำนักนายกรัฐมนตรี,12,8,4,66.67,33.33,Ordinary Civil Servants,Inspector-General of the Prime Minister Office
ข้าราชการพลเรือนสามัญ,ผู้ว่าราชการจังหวัด,52,51,1,98.08,1.92,Ordinary Civil Servants,Provincial Governor
ข้าราชการพลเรือนสามัญ,รองผู้ว่าราชการจังหวัด,173,154,19,89.02,10.98,Ordinary Civil Servants,Vice Provincial Governor
ข้าราชการพลเรือนสามัญ,ปลัดจังหวัด,42,42,-,100.00,-,Ordinary Civil Servants,Deputy Governor
ข้าราชการพลเรือนสามัญ,เอกอัครราชทูต,61,39,22,63.93,36.07,Ordinary Civil Servants,Ambassador
ข้าราชการพลเรือนสามัญ,ผู้ตรวจสอบภายในกระทรวง,7,2,5,28.57,71.43,Ordinary Civil Servants,Ministerial Internal Auditor
ข้าราชการตำรวจ,รวม,81,81,-,100.00,-,Police Officials,Total
ข้าราชการตำรวจ,ผู้บัญชาการตำรวจแห่งชาติ,1,1,-,100.00,-,Police Officials,Commissionor-General
ข้าราชการตำรวจ,รองผู้บัญชาการตำรวจแห่งชาติ,10,10,-,100.00,-,Police Officials,Deputy Commissionor-General
ข้าราชการตำรวจ,ผู้ช่วยผู้บัญชาการตำรวจแห่งชาติ,10,10,-,100.00,-,Police Officials,Assistant Commissionor-General
ข้าราชการตำรวจ,ผู้บัญชาการ,60,60,-,100.00,-,Police Officials,Commissioner
ตุลาการศาลฎีกา,รวม,18,16,2,88.89,11.11,Judges of the Supreme Court,Total
ตุลาการศาลฎีกา,ประธานศาลฎีกา,1,-,1,-,100.00,Judges of the Supreme Court,President of the Supreme Court
ตุลาการศาลฎีกา,รองประธานศาลฎีกา,6,5,1,83.33,16.67,Judges of the Supreme Court,Vice-President of the Supreme Court
ตุลาการศาลฎีกา,ประธานแผนกคดี/ผู้พิพากษา/ตุลาการศาลฎีกา/หัวหน้าคณะในศาลฎีกา,11,11,-,100.00,-,Judges of the Supreme Court,Divisional President and Presiding Justice of the Supreme Court
ตุลาการศาลปกครอง,รวม,6,6,-,100.00,-,Judges of the Administrative Court,Total
ตุลาการศาลปกครอง,ประธานศาลปกครองสูงสุด,1,1,-,100.00,-,Judges of the Administrative Court,President of the Supreme Administrative Court 
ตุลาการศาลปกครอง,รองประธานศาลปกครองสูงสุด,5,5,-,100.00,-,Judges of the Administrative Court,Vice-President of the Supreme Administrative Court 
ตุลาการศาลรัฐธรรมนูญ,รวม,9,9,-,100.00,-,Judges of the Constitutional Court,Total
อัยการ,รวม,104,89,15,85.58,14.42,Public Prosecutors,Total
อัยการ,อัยการสูงสุด,1,-,1,-,100.00,Public Prosecutors,Attorney General 
อัยการ,รองอัยการสูงสุด,8,8,-,100.00,-,Public Prosecutors,Deputy Attorney General 
อัยการ,ผู้ตรวจราชการอัยการ,9,9,-,100.00,-,Public Prosecutors,Inspector-General
อัยการ,อธิบดีอัยการ,86,72,14,83.72,16.28,Public Prosecutors,Director-General
องค์กรอิสระตามรัฐธรรมนูญ,รวม,88,59,29,67.00,32.95,Autonomous Organizations Established by Constitution,Total
รัฐสภา,รวม,15,7,8,46.67,53.33,Parliament,Total
รัฐสภา,สภาผู้แทนราษฎร,9,4,5,44.44,55.56,Parliament,House of Representatives
รัฐสภา,วุฒิสภา,6,3,3,50.00,50.00,Parliament,Senate
,,,,,,,,
 ที่มา:  สำนักงานคณะกรรมการข้าราชการพลเรือน  สำนักนายกรัฐมนตรี   ,,,,,,,,
"Source:  Office of the Civil Service Commission,  Office of the Prime Minister   ",,,,,,,,
