ตาราง 15.8 รถจดทะเบียนใหม่ ตามพระราชบัญญัติการขนส่งทางบก พ.ศ. 2522 จำแนกตามประเภท พ.ศ. 2562 - 2566,,,,,,,,
Table 15.8 New Vehicles Registered Under Land Transport ACT B.E. 2522 (1979) by Type: 2019 - 2023,,,,,,,,
,,,,,,,,
,,,,,,,,(คัน Car)
จังหวัด,ประเภท,  2562 (2019),  2563 (2020),2564 (2021),2565 (2022),2566 (2023),Provinces,Type
ทั่วราชอาณาจักร,รวมยอด,80760,76498,77415,81239,81207,Whole Kingdom,Total
ทั่วราชอาณาจักร,รถโดยสารประจำทาง,3722,2404,992,1757,2284,Whole Kingdom,Fixed route bus
ทั่วราชอาณาจักร,รถโดยสารไม่ประจำทาง,7693,3676,1986,2790,5382,Whole Kingdom,Non-fixed route bus
ทั่วราชอาณาจักร,รถโดยสารส่วนบุคคล,860,697,564,468,577,Whole Kingdom,Private bus
ทั่วราชอาณาจักร,รถบรรทุกไม่ประจำทาง,30814,34019,33445,36546,36661,Whole Kingdom,Non-fixed route truck
ทั่วราชอาณาจักร,รถบรรทุกส่วนบุคคล,37670,35702,40428,39678,36303,Whole Kingdom,Private truck
ทั่วราชอาณาจักร,รถขนาดเล็ก,1,-,-,-,-,Whole Kingdom,Small rural bus
กรุงเทพมหานคร,รวมยอด,14579,19033,13153,13327,14415,Bangkok,Total
กรุงเทพมหานคร,รถโดยสารประจำทาง,2015,1239,556,1080,1408,Bangkok,Fixed route bus
กรุงเทพมหานคร,รถโดยสารไม่ประจำทาง,2442,1153,361,852,1179,Bangkok,Non-fixed route bus
กรุงเทพมหานคร,รถโดยสารส่วนบุคคล,213,206,226,109,134,Bangkok,Private bus
กรุงเทพมหานคร,รถบรรทุกไม่ประจำทาง,6321,13328,7921,8335,8803,Bangkok,Non-fixed route truck
กรุงเทพมหานคร,รถบรรทุกส่วนบุคคล,3588,3107,4089,2951,2891,Bangkok,Private truck
จังหวัดอื่น ๆ ,รวมยอด,66181,57465,64262,67912,66792,Others Provinces,Total
จังหวัดอื่น ๆ ,รถโดยสารประจำทาง,1707,1165,436,677,876,Others Provinces,Fixed route bus
จังหวัดอื่น ๆ ,รถโดยสารไม่ประจำทาง,5251,2523,1625,1938,4203,Others Provinces,Non-fixed route bus
จังหวัดอื่น ๆ ,รถโดยสารส่วนบุคคล,647,491,338,359,443,Others Provinces,Private bus
จังหวัดอื่น ๆ ,รถบรรทุกไม่ประจำทาง,24493,20691,25524,28211,27858,Others Provinces,Non-fixed route truck
จังหวัดอื่น ๆ ,รถบรรทุกส่วนบุคคล,34082,32595,36339,36727,33412,Others Provinces,Private truck
จังหวัดอื่น ๆ ,รถขนาดเล็ก,1,-,-,-,-,Others Provinces,Small rural bus
,,,,,,,,
ที่มา: กรมการขนส่งทางบก กระทรวงคมนาคม,,,,,,,,
"Source: The Department of Land Transport, Ministry of Transport ",,,,,,,,
