ตาราง 18.7 เงินฝาก และเงินให้สินเชื่อของธนาคารออมสิน จำแนกตามประเภท พ.ศ. 2562 - 2566,,,,,,,,
Table 18.7 Deposits and Credits of The Government Savings Bank by Type: 2019 - 2023,,,,,,,,
,,,,,,,,
,,,,,,,,(ล้านบาท  Million Baht)
รายการ,ประเภท,2562 (2019),2563 (2020),2564 (2021),2565 (2022),2566 (2023),Item,Type
เงินฝาก   ,รวมยอด,2332434,2414940,2496434,2605549,2697407,Deposits,Total
เงินฝาก   ,เผื่อเรียกและเผื่อเรียกพิเศษ,567326,687546,781495,834187,791408,Deposits,Savings and special savings
เงินฝาก   ,ประจำ,291184,250679,281760,259258,261730,Deposits,Time deposite
เงินฝาก   ,สลากออมสิน และสลากออมสินพิเศษ,1109209,1242641,1268576,1224722,1245746,Deposits,Premium savings certificate
เงินฝาก   ,อื่นๆ,364716,234074,164604,287383,398522,Deposits,Others
การให้สินเชื่อ  ,รวมยอด,1951373,1921042,2087086,2239692,2740076,Credits,Total
การให้สินเชื่อ  ,เพื่อที่อยู่อาศัย,347181,355791,357366,384373,440923,Credits,Mortgage for housing
การให้สินเชื่อ  ,บุคคล,262110,256126,237513,236395,320191,Credits,Personal loans
การให้สินเชื่อ  ,ธุรกิจขนาดกลาง/ย่อม,171221,160521,177920,196362,170224,Credits,Small and medium business loans (SMEs)
การให้สินเชื่อ  ,เพื่อสังคมและชุมชน,553122,574012,532424,474494,394274,Credits,Social and community
การให้สินเชื่อ  ,เพื่อธุรกิจขนาดใหญ่,55990,88834,90467,112066,133751,Credits,Large business loans
การให้สินเชื่อ  ,เพื่อภาครัฐและรัฐวิสาหกิจ,561748,485758,691396,836002,799894,Credits,Loans for government and state enterprises
การให้สินเชื่อ  ,ระหว่างสถาบันการเงิน,-,-,-,-,480818,Credits,Loans between financial institutions
,,,,,,,,
ที่มา: ธนาคารออมสิน,,,,,,,,
Source: The Government Savings Bank,,,,,,,,
