ตาราง 14.16  การส่งออก แผงวงจรไฟฟ้า และเครื่องคอมพิวเตอร์และอุปกรณ์ จำแนกตามประเทศ พ.ศ. 2564 - 2566,,,,,,,,
Table 14.16  Exports of Electronic Integrated Circuit and Computers and Accessories by Country: 2021 - 2023,,,,,,,,
,,,,,,,,
,,,,,,,,(ล้านบาท  Million Baht)
สินค้า,ประเทศ,2564 (2021),2565 (2022),2566 (2022)p,2565 (2022)_อัตราการขยายตัว (Growth rate) (%),2566 (2023)p_อัตราการขยายตัว (Growth rate) (%),Commodity,Country
แผงวงจรไฟฟ้า,รวมยอด,268519.8,323350.9,334236.9,20.4,3.4,Electronic integrated circuit,Total
แผงวงจรไฟฟ้า,ฮ่องกง,73816.9,69323.7,63127.5,-6.1,-8.9,Electronic integrated circuit,"Hong Kong, China"
แผงวงจรไฟฟ้า,สิงคโปร์,31102.5,44557.2,39563.4,43.3,-11.2,Electronic integrated circuit,Singapore
แผงวงจรไฟฟ้า,ญี่ปุ่น,19847.7,22800.9,35731.6,14.9,56.7,Electronic integrated circuit,Japan
แผงวงจรไฟฟ้า,ไต้หวัน,15479.3,23952.8,31391.3,54.7,31.1,Electronic integrated circuit,"Taiwan, China"
แผงวงจรไฟฟ้า,จีน,22689.8,26025.0,28130.3,14.7,8.1,Electronic integrated circuit,China
แผงวงจรไฟฟ้า,สหรัฐอเมริกา,17805.2,25769.1,25105.0,44.7,-2.6,Electronic integrated circuit,United States
แผงวงจรไฟฟ้า,เยอรมนี,13681.0,18017.2,21888.1,31.7,21.5,Electronic integrated circuit,Germany
แผงวงจรไฟฟ้า,มาเลเซีย,17342.7,22399.3,20550.1,29.2,-8.3,Electronic integrated circuit,Malaysia
แผงวงจรไฟฟ้า,ฟิลิปปินส์,18944.7,23953.6,18595.5,26.4,-22.4,Electronic integrated circuit,Philippines
แผงวงจรไฟฟ้า,เนเธอร์แลนด์,5579.7,11339.3,12803.8,103.2,12.9,Electronic integrated circuit,Netherlands
แผงวงจรไฟฟ้า,ประเทศอื่นๆ,32230.3,35212.8,37350.4,9.3,6.1,Electronic integrated circuit,Other countries
เครื่องคอมพิวเตอร์และอุปกรณ์,รวมยอด,586042.4,607810.7,502769.1,3.7,-17.3,Computers and accessories,Total
เครื่องคอมพิวเตอร์และอุปกรณ์,สหรัฐอเมริกา,208427.9,258751.9,201611.5,24.1,-22.1,Computers and accessories,United States
เครื่องคอมพิวเตอร์และอุปกรณ์,ฮ่องกง,101906.4,66260.4,56468.8,-35.0,-14.8,Computers and accessories,"Hong Kong, China"
เครื่องคอมพิวเตอร์และอุปกรณ์,จีน,46060.6,63637.9,42153.3,38.2,-33.8,Computers and accessories,China
เครื่องคอมพิวเตอร์และอุปกรณ์,เนเธอร์แลนด์,47888.3,49478.0,36859.8,3.3,-25.5,Computers and accessories,Netherlands
เครื่องคอมพิวเตอร์และอุปกรณ์,สิงคโปร์,30533.6,29686.0,32749.9,-2.8,10.3,Computers and accessories,Singapore
เครื่องคอมพิวเตอร์และอุปกรณ์,ญี่ปุ่น,22553.7,24878.2,17849.8,10.3,-28.3,Computers and accessories,Japan
เครื่องคอมพิวเตอร์และอุปกรณ์,มาเลเซีย,23833.1,14205.0,17020.0,-40.4,19.8,Computers and accessories,Malaysia
เครื่องคอมพิวเตอร์และอุปกรณ์,เยอรมนี,18773.6,15233.0,12877.6,-18.9,-15.5,Computers and accessories,Germany
เครื่องคอมพิวเตอร์และอุปกรณ์,ออสเตรเลีย,5241.5,5649.2,12367.4,7.8,118.9,Computers and accessories,Australia 
เครื่องคอมพิวเตอร์และอุปกรณ์,เม็กซิโก,10553.7,12504.8,9360.5,18.5,-25.1,Computers and accessories,Mexico
เครื่องคอมพิวเตอร์และอุปกรณ์,ประเทศอื่นๆ,70270.0,67526.2,63450.7,-3.9,-6.0,Computers and accessories,Other countries
,,,,,,,,
หมายเหตุ: อัตราการขยายตัวคำนวณจากมูลค่าเป็นบาท,,,,,,,,
Note: The growth rate is calculate from the value in baht.,,,,,,,,
ที่มา: สำนักงานปลัดกระทรวงพาณิชย์ ,,,,,,,,
Source: Office of the Permanent Secretary Ministry of Commerce,,,,,,,,
