ตาราง 14.21 ดัชนีราคาผู้บริโภคทั่วไป จำแนกตามภาค และจังหวัด พ.ศ. 2564 - 2566,,,,,,,,
Table 14.21 General Consumer Price Index by Region and Province: 2021 - 2023,,,,,,,,
,,,,,,,,
,,,,,,,,[2562 (2019) = 100]
ภาค,จังหวัด,2564 (2021)_ดัชนีราคาผู้บริโภคทั่วไป (General consumer price index),2565 (2022)_ดัชนีราคาผู้บริโภคทั่วไป (General consumer price index),2566 (2023)_ดัชนีราคาผู้บริโภคทั่วไป (General consumer price index),2565 (2022)_อัตราเงินเฟ้อ (Inflation rate),2566 (2023)_อัตราเงินเฟ้อ (Inflation rate),Region,Province
ทั่วราชอาณาจักร,,100.4,106.5,107.8,6.1,1.2,Whole Kingdom,
กรุงเทพมหานคร และปริมณฑล(1),รวม,100.3,106.3,108.1,6.1,1.7,Bangkok and Vicinities(1),Total
กรุงเทพมหานคร และปริมณฑล(1),สมุทรปราการ,100.0,108.2,110.8,8.2,2.4,Bangkok and Vicinities(1),Samut Prakan
กรุงเทพมหานคร และปริมณฑล(1),นนทบุรี,100.0,106.8,109.5,6.8,2.5,Bangkok and Vicinities(1),Nonthaburi
กรุงเทพมหานคร และปริมณฑล(1),ปทุมธานี,100.4,106.3,107.9,5.9,1.5,Bangkok and Vicinities(1),Pathum Thani
ภาคกลาง,รวม,100.5,106.8,107.9,6.3,1.0,Central Region,Total
ภาคกลาง,พระนครศรีอยุธยา,100.4,106.2,106.8,5.8,0.6,Central Region,Phra Nakhon Si Ayutthaya
ภาคกลาง,อ่างทอง,102.1,111.3,114.6,9.0,3.0,Central Region,Ang Thong
ภาคกลาง,ลพบุรี,100.4,106.7,107.0,6.3,0.3,Central Region,Lop Buri
ภาคกลาง,สิงห์บุรี,101.3,106.9,108.0,5.5,1.0,Central Region,Sing Buri
ภาคกลาง,ชัยนาท,100.8,105.7,106.8,4.9,1.0,Central Region,Chai Nat
ภาคกลาง,สระบุรี,100.1,106.2,108.5,6.1,2.2,Central Region,Saraburi
ภาคกลาง,ชลบุรี,100.0,103.8,105.2,3.8,1.3,Central Region,Chon Buri
ภาคกลาง,ระยอง,101.9,107.8,108.5,5.8,0.6,Central Region,Rayong
ภาคกลาง,จันทบุรี,100.9,107.0,108.1,6.0,1.0,Central Region,Chanthaburi
ภาคกลาง,ตราด,101.4,105.9,107.2,4.4,1.2,Central Region,Trat
ภาคกลาง,ฉะเชิงเทรา,100.9,106.6,107.4,5.6,0.8,Central Region,Chachoengsao
ภาคกลาง,ปราจีนบุรี,101.3,106.7,107.4,5.3,0.7,Central Region,Prachin Buri
ภาคกลาง,นครนายก,102.8,111.5,112.9,8.5,1.3,Central Region,Nakhon Nayok
ภาคกลาง,สระแก้ว,102.1,108.0,110.1,5.8,1.9,Central Region,Sa Kaeo
ภาคกลาง,ราชบุรี,100.8,107.6,109.2,6.7,1.5,Central Region,Ratchaburi
ภาคกลาง,กาญจนบุรี,100.6,105.5,107.7,4.9,2.1,Central Region,Kanchanaburi
ภาคกลาง,สุพรรณบุรี,100.3,106.0,106.4,5.7,0.4,Central Region,Suphan Buri
ภาคกลาง,นครปฐม,101.0,107.6,108.4,6.5,0.7,Central Region,Nakhon Pathom
ภาคกลาง,สมุทรสาคร,100.7,107.3,107.4,6.6,0.1,Central Region,Samut Sakhon
ภาคกลาง,สมุทรสงคราม,100.3,107.3,107.7,7.0,0.4,Central Region,Samut Songkhram
ภาคกลาง,เพชรบุรี,100.1,105.8,107.3,5.7,1.4,Central Region,Phetchaburi
ภาคกลาง,ประจวบคีรีขันธ์,101.4,107.7,108.3,6.2,0.6,Central Region,Prachuap Khiri Khan
ภาคเหนือ,รวม,100.7,106.9,108.1,6.1,1.1,Northern Region,Total
ภาคเหนือ,เชียงใหม่,100.1,104.8,105.5,4.7,0.7,Northern Region,Chiang Mai
ภาคเหนือ,ลำพูน,101.8,106.6,107.1,4.7,0.5,Northern Region,Lamphun
ภาคเหนือ,ลำปาง,101.7,107.3,108.6,5.5,1.2,Northern Region,Lampang
ภาคเหนือ,อุตรดิตถ์,100.4,106.5,107.2,6.1,0.7,Northern Region,Uttaradit
ภาคเหนือ,แพร่,101.7,106.9,106.7,5.1,-0.2,Northern Region,Phrae
ภาคเหนือ,น่าน,101.1,106.9,109.1,5.7,2.1,Northern Region,Nan
ภาคเหนือ,พะเยา,101.0,106.4,107.3,5.3,0.8,Northern Region,Phayao
ภาคเหนือ,เชียงราย,101.0,106.8,108.0,5.7,1.1,Northern Region,Chiang Rai
ภาคเหนือ,แม่ฮ่องสอน,102.3,112.5,118.4,10.0,5.2,Northern Region,Mae Hong Son
ภาคเหนือ,นครสวรรค์,100.7,106.2,107.4,5.5,1.1,Northern Region,Nakhon Sawan
ภาคเหนือ,อุทัยธานี,101.0,106.8,108.2,5.7,1.3,Northern Region,Uthai Thani
ภาคเหนือ,กำแพงเพชร,100.6,106.6,108.7,6.0,2.0,Northern Region,Kamphaeng Phet
ภาคเหนือ,ตาก,101.6,107.7,108.9,6.0,1.1,Northern Region,Tak
ภาคเหนือ,สุโขทัย,101.1,106.9,108.1,5.7,1.1,Northern Region,Sukhothai
ภาคเหนือ,พิษณุโลก,100.1,106.6,108.0,6.5,1.3,Northern Region,Phitsanulok
ภาคเหนือ,พิจิตร,102.6,110.3,112.5,7.5,2.0,Northern Region,Phichit
ภาคเหนือ,เพชรบูรณ์,100.6,105.6,107.0,5.0,1.3,Northern Region,Phetchabun
ภาคตะวันออกเฉียงเหนือ,รวม,100.2,105.8,107.0,5.7,1.1,Northeastern Region,Total
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,100.2,105.8,107.2,5.6,1.3,Northeastern Region,Nakhon Ratchasima
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,101.3,109.6,111.0,8.2,1.3,Northeastern Region,Buri Ram
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,100.6,106.2,107.1,5.6,0.8,Northeastern Region,Surin
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,100.4,107.0,108.5,6.6,1.4,Northeastern Region,Si Sa Ket
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี,100.8,105.8,106.5,5.0,0.7,Northeastern Region,Ubon Ratchathani
ภาคตะวันออกเฉียงเหนือ,ยโสธร,99.5,103.4,105.4,3.9,1.9,Northeastern Region,Yasothon
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,100.5,106.8,108.2,6.3,1.3,Northeastern Region,Chaiyaphum
ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,101.0,105.7,107.0,4.7,1.2,Northeastern Region,Amnat Charoen
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,102.1,106.2,109.2,4.0,2.8,Northeastern Region,Bueng Kan
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,100.4,104.0,105.5,3.6,1.4,Northeastern Region,Nong Bua Lam Phu
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,101.5,105.6,106.3,4.0,0.7,Northeastern Region,Khon Kaen
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,99.3,104.2,105.0,4.9,0.8,Northeastern Region,Udon Thani
ภาคตะวันออกเฉียงเหนือ,เลย,101.8,108.2,109.4,6.3,1.1,Northeastern Region,Loei
ภาคตะวันออกเฉียงเหนือ,หนองคาย,99.9,104.1,105.1,4.2,1.0,Northeastern Region,Nong Khai
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,101.3,105.3,107.7,3.9,2.3,Northeastern Region,Maha Sarakham
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,100.9,105.5,106.1,4.6,0.6,Northeastern Region,Roi Et
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,100.2,105.5,106.9,5.3,1.3,Northeastern Region,Kalasin
ภาคตะวันออกเฉียงเหนือ,สกลนคร,100.8,106.7,110.5,5.9,3.6,Northeastern Region,Sakon Nakhon
ภาคตะวันออกเฉียงเหนือ,นครพนม,100.5,105.5,107.9,5.0,2.3,Northeastern Region,Nakhon Phanom
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,101.0,106.5,107.7,5.4,1.1,Northeastern Region,Mukdahan
ภาคใต้,รวม,100.2,106.5,107.7,6.3,1.1,Southern Region,Total
ภาคใต้,นครศรีธรรมราช,101.3,108.2,109.4,6.8,1.1,Southern Region,Nakhon Si Thammarat
ภาคใต้,กระบี่,99.4,103.8,105.1,4.4,1.3,Southern Region,Krabi
ภาคใต้,พังงา,101.5,107.0,108.0,5.4,0.9,Southern Region,Phang-nga
ภาคใต้,ภูเก็ต,99.8,104.0,104.9,4.2,0.9,Southern Region,Phuket
ภาคใต้,สุราษฎร์ธานี,100.2,106.7,108.4,6.5,1.6,Southern Region,Surat Thani
ภาคใต้,ระนอง,100.6,105.3,107.2,4.7,1.8,Southern Region,Ranong
ภาคใต้,ชุมพร,102.4,109.7,110.5,7.1,0.7,Southern Region,Chumphon
ภาคใต้,สงขลา,99.9,105.5,106.4,5.6,0.9,Southern Region,Songkhla
ภาคใต้,สตูล,100.0,105.4,106.7,5.4,1.2,Southern Region,Satun
ภาคใต้,ตรัง,100.2,106.8,108.1,6.6,1.2,Southern Region,Trang
ภาคใต้,พัทลุง,101.6,106.7,107.6,5.0,0.8,Southern Region,Phatthalung
ภาคใต้,ปัตตานี,101.2,106.1,106.0,4.8,-0.1,Southern Region,Pattani
ภาคใต้,ยะลา,101.4,106.9,108.5,5.4,1.5,Southern Region,Yala
ภาคใต้,นราธิวาส,102.5,109.4,107.3,6.7,-1.9,Southern Region,Narathiwat
,,,,,,,,
(1) รวมจังหวัด นนทบุรี ปทุมธานี และสมุทรปราการ,,,,,,,,
"(1) Including Nonthaburi, Pathum Thani and Samut Prakan",,,,,,,,
ที่มา: สำนักงานนโยบายและยุทธศาสตร์การค้า กระทรวงพาณิชย์,,,,,,,,
"Source: Trade Policy and Strategic Office,  Ministry of Commerce",,,,,,,,
