ตาราง 14.6 การนำเข้า ปุ๋ย และยากำจัดศัตรูพืชและสัตว์ จำแนกตามประเทศ พ.ศ. 2564 - 2566,,,,,,,,
Table 14.6 Imports of Fertilizer and Pesticide by Country: 2021 - 2023,,,,,,,,
,,,,,,,,
,,,,,,,,(ล้านบาท  Million Baht)
สินค้า,ประเทศ,2564 (2021),2565 (2022),2566 (2022)p,2565 (2022)_อัตราการขยายตัว (Growth rate) (%),2566 (2023)p_อัตราการขยายตัว (Growth rate) (%),Commodity,Country
ปุ๋ย,รวมยอด,74563.9,108581.9,78713.2,45.6,-27.5,Fertilizers,Total
ปุ๋ย,ซาอุดีอาระเบีย,10720.7,21627.7,14167.0,101.7,-34.5,Fertilizers,Saudi Arabia
ปุ๋ย,จีน,16637.0,16379.3,12751.0,-1.6,-22.2,Fertilizers,China
ปุ๋ย,มาเลเซีย,6479.6,10010.9,7131.8,54.5,-28.8,Fertilizers,Malaysia
ปุ๋ย,รัสเซีย,5666.9,10036.3,7089.0,77.1,-29.4,Fertilizers,Russia
ปุ๋ย,กาตาร์,5205.4,9858.1,5824.5,89.4,-40.9,Fertilizers,Qatar
ปุ๋ย,เกาหลี (ใต้),3373.7,4186.4,3801.7,24.1,-9.2,Fertilizers,Korea (South)  
ปุ๋ย,แคนาดา,3890.8,10089.6,3640.8,159.3,-63.9,Fertilizers,Canada
ปุ๋ย,นอร์เวย์,4631.2,6020.3,3535.2,30.0,-41.3,Fertilizers,Norway
ปุ๋ย,ลาว,1081.6,2013.5,2947.4,86.2,46.4,Fertilizers,Laos
ปุ๋ย,โอมาน,4658.4,1390.9,2621.5,-70.1,88.5,Fertilizers,Oman
ปุ๋ย,ประเทศอื่นๆ,12218.7,16969.0,15203.3,38.9,-10.4,Fertilizers,Other countries
ยากำจัดศัตรูพืชและสัตว์,รวมยอด,27154.4,32162.5,26295.6,18.4,-18.2,Pesticide,Total
ยากำจัดศัตรูพืชและสัตว์,จีน,14537.4,16865.8,12826.8,16.0,-24.0,Pesticide,China
ยากำจัดศัตรูพืชและสัตว์,อินโดนีเซีย,2019.7,2687.0,2053.8,33.0,-23.6,Pesticide,Indonesia
ยากำจัดศัตรูพืชและสัตว์,อินเดีย,1927.0,2242.4,1900.0,16.4,-15.3,Pesticide,India
ยากำจัดศัตรูพืชและสัตว์,มาเลเซีย,1666.4,2085.8,1696.5,25.2,-18.7,Pesticide,Malaysia
ยากำจัดศัตรูพืชและสัตว์,สหรัฐอเมริกา,1187.1,1397.8,1331.4,17.7,-4.8,Pesticide,United States
ยากำจัดศัตรูพืชและสัตว์,เยอรมนี,1163.1,885.1,1092.0,-23.9,23.4,Pesticide,Germany
ยากำจัดศัตรูพืชและสัตว์,ฝรั่งเศส,440.2,690.0,794.8,56.7,15.2,Pesticide,France
ยากำจัดศัตรูพืชและสัตว์,ญี่ปุ่น,451.6,675.4,777.4,49.6,15.1,Pesticide,Japan
ยากำจัดศัตรูพืชและสัตว์,อิสราเอล,414.8,718.2,687.5,73.2,-4.3,Pesticide,Israel
ยากำจัดศัตรูพืชและสัตว์,เกาหลี (ใต้),520.1,577.1,645.8,11.0,11.9,Pesticide,Korea (South)  
ยากำจัดศัตรูพืชและสัตว์,ประเทศอื่นๆ,2826.9,3337.8,2489.6,18.1,-25.4,Pesticide,Other countries
,,,,,,,,
หมายเหตุ: อัตราการขยายตัวคำนวณจากมูลค่าเป็นบาท,,,,,,,,
Note: The growth rate is calculate from the value in baht.,,,,,,,,
ที่มา: สำนักงานปลัดกระทรวงพาณิชย์ ,,,,,,,,
Source: Office of the Permanent Secretary Ministry of Commerce,,,,,,,,
