ตาราง 14.14   การส่งออก ปลาทูน่ากระป๋อง และสับปะรดกระป๋อง จำแนกตามประเทศ พ.ศ. 2564 - 2566,,,,,,,,
Table 14.14    Exports of Canned Tunas and Canned Pineapple by Country: 2021 - 2023,,,,,,,,
,,,,,,,,
,,,,,,,,(ล้านบาท  Million Baht)
สินค้า,ประเทศ,2564 (2021),2565 (2022),2566 (2022)p,2565 (2022)_อัตราการขยายตัว Growth rate (%),2566 (2023)p_อัตราการขยายตัว Growth rate (%),Commodity,Country
ปลาทูน่ากระป๋อง,รวมยอด,56187.6,73632.7,66377.1,31.0,-9.9,Canned tunas,Total
ปลาทูน่ากระป๋อง,สหรัฐอเมริกา,11673.6,15988.6,14097.9,37.0,-11.8,Canned tunas,United States
ปลาทูน่ากระป๋อง,ญี่ปุ่น,4931.7,5393.0,6550.6,9.4,21.5,Canned tunas,Japan
ปลาทูน่ากระป๋อง,ออสเตรเลีย,4834.3,6909.8,5966.4,42.9,-13.7,Canned tunas,Australia
ปลาทูน่ากระป๋อง,ลิเบีย,2358.2,4891.5,5185.5,107.4,6.0,Canned tunas,Libya
ปลาทูน่ากระป๋อง,ซาอุดีอาระเบีย,2737.8,3936.2,4751.7,43.8,20.7,Canned tunas,Saudi Arabia
ปลาทูน่ากระป๋อง,แคนาดา,3461.8,4327.9,3732.4,25.0,-13.8,Canned tunas,Canada
ปลาทูน่ากระป๋อง,สหรัฐอาหรับเอมิเรตส์,2322.1,3633.3,3141.5,56.5,-13.5,Canned tunas,United Arab Emirates
ปลาทูน่ากระป๋อง,อิสราเอล,1424.2,2692.2,2197.0,89.0,-18.4,Canned tunas,Israel
ปลาทูน่ากระป๋อง,อียิปต์,6283.1,5959.6,2001.2,-5.2,-66.4,Canned tunas,Egypt
ปลาทูน่ากระป๋อง,ชิลี,872.3,1231.1,1694.2,41.1,37.6,Canned tunas,Chile
ปลาทูน่ากระป๋อง,ประเทศอื่นๆ,15288.5,18669.6,17058.8,22.1,-8.6,Canned tunas,Other countries
สับปะรดกระป๋อง,รวมยอด,9421.8,10693.3,6987.7,13.5,-34.7,pineapple,Total
สับปะรดกระป๋อง,สหรัฐอเมริกา,3581.9,3787.0,2015.3,5.7,-46.8,pineapple,United States
สับปะรดกระป๋อง,รัสเซีย,652.4,989.7,493.4,51.7,-50.1,pineapple,Russia
สับปะรดกระป๋อง,เยอรมนี,556.1,699.7,411.0,25.8,-41.3,pineapple,Germany
สับปะรดกระป๋อง,โปแลนด์,372.0,430.6,293.3,15.8,-31.9,pineapple,Poland
สับปะรดกระป๋อง,แคนาดา,363.5,539.4,255.0,48.4,-52.7,pineapple,Canada
สับปะรดกระป๋อง,อิหร่าน,59.0,127.7,221.3,116.5,73.3,pineapple,Iran
สับปะรดกระป๋อง,ซาอุดีอาระเบีย,206.1,240.8,215.3,16.8,-10.6,pineapple,Saudi Arabia
สับปะรดกระป๋อง,เม็กซิโก,44.4,92.2,208.2,107.6,125.8,pineapple,Mexico
สับปะรดกระป๋อง,สหรัฐอาหรับเอมิเรตส์,248.9,356.4,196.1,43.2,-45.0,pineapple,United Arab Emirates
สับปะรดกระป๋อง,ญี่ปุ่น,226.0,210.5,177.1,-6.9,-15.9,pineapple,Japan
สับปะรดกระป๋อง,ประเทศอื่นๆ,3111.4,3219.1,2501.6,3.5,-22.3,pineapple,Other countries
,,,,,,,,
หมายเหตุ: อัตราการขยายตัวคำนวณจากมูลค่าเป็นบาท,,,,,,,,
Note: The growth rate is calculate from the value in baht.,,,,,,,,
ที่มา: สำนักงานปลัดกระทรวงพาณิชย์ ,,,,,,,,
Source: Office of the Permanent Secretary Ministry of Commerce,,,,,,,,
