ตาราง 14.12  การส่งออก ผลิตภัณฑ์มันสำปะหลัง และไก่สดแช่เย็น แช่แข็ง จำแนกตามประเทศ พ.ศ. 2564 - 2566,,,,,,,,
"Table 14.12  Exports of Tapioca Products and Poultry Cuts Fresh, Chilled or Frozen by Country: 2021 - 2023",,,,,,,,
,,,,,,,,
,,,,,,,,(ล้านบาท  Million Baht)
สินค้า,ประเทศ,2564 (2021),2565 (2022),2566 (2022)p,2565 (2022)_อัตราการขยายตัว (Growth rate) (%),2566 (2023)p_อัตราการขยายตัว (Growth rate) (%),Commodity,Country
ผลิตภัณฑ์มันสำปะหลัง,รวมยอด,124582.4,152795.1,127728.5,22.6,-16.4,Tapioca products,Total
ผลิตภัณฑ์มันสำปะหลัง,จีน,86472.4,98370.5,80518.4,13.8,-18.2,Tapioca products,China
ผลิตภัณฑ์มันสำปะหลัง,ญี่ปุ่น,9212.6,11030.8,10607.6,19.7,-3.8,Tapioca products,Japan
ผลิตภัณฑ์มันสำปะหลัง,ไต้หวัน,4860.8,5813.6,5375.3,19.6,-7.5,Tapioca products,"Taiwan, China"
ผลิตภัณฑ์มันสำปะหลัง,มาเลเซีย,2599.2,4697.6,4335.7,80.7,-7.7,Tapioca products,Malaysia
ผลิตภัณฑ์มันสำปะหลัง,เกาหลี (ใต้),2966.2,4503.4,3828.2,51.8,-15.0,Tapioca products,Korea (South)  
ผลิตภัณฑ์มันสำปะหลัง,สหรัฐอเมริกา,3254.4,4098.3,3395.4,25.9,-17.2,Tapioca products,United States
ผลิตภัณฑ์มันสำปะหลัง,ฟิลิปปินส์,1825.7,3169.7,3022.2,73.6,-4.7,Tapioca products,Philippines
ผลิตภัณฑ์มันสำปะหลัง,อินโดนีเซีย,3128.4,7705.5,2932.7,146.3,-61.9,Tapioca products,Indonesia
ผลิตภัณฑ์มันสำปะหลัง,อินเดีย,982.3,1085.9,1436.4,10.6,32.3,Tapioca products,India
ผลิตภัณฑ์มันสำปะหลัง,สิงคโปร์,905.4,1398.8,1246.9,54.5,-10.9,Tapioca products,Singapore
ผลิตภัณฑ์มันสำปะหลัง,ประเทศอื่นๆ,8374.9,10920.9,11029.7,30.4,1.0,Tapioca products,Other countries
ไก่สดแช่เย็น แช่แข็ง,รวมยอด,28831.3,40077.6,46224.8,39.0,15.3,"Poultry cuts fresh, chilled or frozen",Total
ไก่สดแช่เย็น แช่แข็ง,จีน,10451.1,13480.3,17222.1,29.0,27.8,"Poultry cuts fresh, chilled or frozen",China
ไก่สดแช่เย็น แช่แข็ง,ญี่ปุ่น,11106.5,14891.2,15085.6,34.1,1.3,"Poultry cuts fresh, chilled or frozen",Japan
ไก่สดแช่เย็น แช่แข็ง,มาเลเซีย,2848.8,5775.8,6979.1,102.7,20.8,"Poultry cuts fresh, chilled or frozen",Malaysia
ไก่สดแช่เย็น แช่แข็ง,เกาหลี (ใต้),1032.6,1279.9,2715.7,24.0,112.2,"Poultry cuts fresh, chilled or frozen",Korea (South)  
ไก่สดแช่เย็น แช่แข็ง,ฮ่องกง,1260.4,1550.1,1374.2,23.0,-11.4,"Poultry cuts fresh, chilled or frozen","Hong Kong, China"
ไก่สดแช่เย็น แช่แข็ง,สิงคโปร์,98.5,592.8,663.0,502.1,11.8,"Poultry cuts fresh, chilled or frozen",Singapore
ไก่สดแช่เย็น แช่แข็ง,เนเธอร์แลนด์,322.2,669.8,349.6,107.9,-47.8,"Poultry cuts fresh, chilled or frozen",Netherlands
ไก่สดแช่เย็น แช่แข็ง,เมียนมา,331.4,188.0,345.2,-43.3,83.6,"Poultry cuts fresh, chilled or frozen",Myanmar
ไก่สดแช่เย็น แช่แข็ง,กัมพูชา,266.7,336.2,321.5,26.1,-4.4,"Poultry cuts fresh, chilled or frozen",Cambodia
ไก่สดแช่เย็น แช่แข็ง,ลาว,304.6,273.8,274.2,-10.1,0.2,"Poultry cuts fresh, chilled or frozen",Laos
ไก่สดแช่เย็น แช่แข็ง,ประเทศอื่นๆ,808.5,1039.7,894.4,28.6,-14.0,"Poultry cuts fresh, chilled or frozen",Other countries
,,,,,,,,
หมายเหตุ: อัตราการขยายตัวคำนวณจากมูลค่าเป็นบาท,,,,,,,,
Note: The growth rate is calculate from the value in baht.,,,,,,,,
ที่มา: สำนักงานปลัดกระทรวงพาณิชย์ ,,,,,,,,
Source: Office of the Permanent Secretary Ministry of Commerce,,,,,,,,
