ตาราง 14.15 การส่งออก น้ำตาล และกากน้ำตาล จำแนกตามประเทศ พ.ศ. 2564 - 2566,,,,,,,,
Table 14.15 Exports of Sugar and Molasses by Country: 2021 - 2023,,,,,,,,
,,,,,,,,
,,,,,,,,(ล้านบาท  Million Baht)
สินค้า,ประเทศ,2564 (2021),2565 (2022),2566 (2022)p,2565 (2022)_อัตราการขยายตัว (Growth rate) (%),2566 (2023)p_อัตราการขยายตัว (Growth rate) (%),Commodity,Country
น้ำตาล,รวมยอด,49720.2,108081.8,119493.3,117.4,10.6,Sugar,Total
น้ำตาล,อินโดนีเซีย,13889.4,34723.8,37469.4,150.0,7.9,Sugar,Indonesia
น้ำตาล,ฟิลิปปินส์,2372.3,7323.4,12536.4,208.7,71.2,Sugar,Philippines
น้ำตาล,เกาหลี (ใต้),3723.4,11519.5,12360.9,209.4,7.3,Sugar,Korea (South)
น้ำตาล,กัมพูชา,7828.5,10656.8,12018.9,36.1,12.8,Sugar,Cambodia
น้ำตาล,มาเลเซีย,2116.0,6642.2,9043.5,213.9,36.2,Sugar,Malaysia
น้ำตาล,ลาว,2065.6,8755.4,8417.6,323.9,-3.9,Sugar,Laos
น้ำตาล,ไต้หวัน,3536.0,3723.6,5269.6,5.3,41.5,Sugar,"Taiwan, China"
น้ำตาล,สิงคโปร์,1566.0,2068.8,3334.9,32.1,61.2,Sugar,Singapore
น้ำตาล,เวียดนาม,4512.8,1939.7,3171.8,-57.0,63.5,Sugar,Vietnam
น้ำตาล,จีน,1582.5,4806.6,2914.7,203.7,-39.4,Sugar,China
น้ำตาล,ประเทศอื่นๆ,6527.7,15921.9,12955.6,143.9,-18.6,Sugar,Other countries
กากน้ำตาล,รวมยอด,655.0,911.1,840.2,39.1,-7.8,Molasses,Total
กากน้ำตาล,ญี่ปุ่น,487.3,555.3,497.0,14.0,-10.5,Molasses,Japan
กากน้ำตาล,ฟิลิปปินส์,35.7,116.0,237.8,225.0,104.9,Molasses,Philippines
กากน้ำตาล,มาเลเซีย,53.8,63.8,69.3,18.5,8.7,Molasses,Malaysia
กากน้ำตาล,เนเธอร์แลนด์,18.2,21.6,23.9,19.1,10.3,Molasses,Netherlands
กากน้ำตาล,สหรัฐอาหรับเอมิเรตส์,0.5,3.6,2.5,686.2,-30.9,Molasses,United Arab Emirates
กากน้ำตาล,ลาว,2.0,1.0,2.3,-52.4,140.6,Molasses,Laos
กากน้ำตาล,ออสเตรเลีย,1.6,1.8,2.1,12.8,19.2,Molasses,Australia 
กากน้ำตาล,กัมพูชา,2.4,3.8,1.6,57.0,-59.1,Molasses,Cambodia
กากน้ำตาล,จีน,-,1.6,1.1,100.0,-29.9,Molasses,China
กากน้ำตาล,ไต้หวัน,0.3,0.1,0.9,-56.1,693.4,Molasses,Taiwan
กากน้ำตาล,ประเทศอื่นๆ,53.3,142.6,1.8,167.5,-98.8,Molasses,Other countries
,,,,,,,,
หมายเหตุ: อัตราการขยายตัวคำนวณจากมูลค่าเป็นบาท,,,,,,,,
Note: The growth rate is calculate from the value in baht.,,,,,,,,
ที่มา: สำนักงานปลัดกระทรวงพาณิชย์ ,,,,,,,,
Source: Office of the Permanent Secretary Ministry of Commerce,,,,,,,,
