ตาราง 14.11 การส่งออก ข้าว จำแนกตามประเทศ พ.ศ. 2564 - 2566,,,,,,,,
Table 14.11 Exports of Rice by Country: 2021 - 2023,,,,,,,,
,,,,,,,,
ข้าวหอมมะลิ 100%   ,รวมยอด,32076.2,37918.0,42593.7,18.2,12.3,Jasmine rice 100%,Total
ข้าวหอมมะลิ 100%   ,สหรัฐอเมริกา,12599.7,13651.3,17420.8,8.4,27.6,Jasmine rice 100%,United States
ข้าวหอมมะลิ 100%   ,จีน,3184.9,3942.1,5248.3,23.8,33.1,Jasmine rice 100%,China
ข้าวหอมมะลิ 100%   ,ฮ่องกง,3946.7,4088.9,4002.4,3.6,-2.1,Jasmine rice 100%,"Hong Kong, China"
ข้าวหอมมะลิ 100%   ,แคนาดา,1841.4,2959.5,3114.1,60.7,5.2,Jasmine rice 100%,Canada
ข้าวหอมมะลิ 100%   ,สิงคโปร์,1576.0,1683.2,1886.4,6.8,12.1,Jasmine rice 100%,Singapore
ข้าวหอมมะลิ 100%   ,ออสเตรเลีย,844.9,1067.7,1059.7,26.4,-0.8,Jasmine rice 100%,Australia
ข้าวหอมมะลิ 100%   ,ฝรั่งเศส,822.5,989.0,914.2,20.2,-7.6,Jasmine rice 100%,France
ข้าวหอมมะลิ 100%   ,โกตดิวัวร์,758.7,516.1,814.7,-32.0,57.9,Jasmine rice 100%,Cote D'Ivoire
ข้าวหอมมะลิ 100%   ,ประเทศอื่นๆ,6501.5,9020.2,8133.2,38.7,-9.8,Jasmine rice 100%,Other countries
ปลายข้าว,รวมยอด,10520.6,12039.9,17321.0,14.4,43.9,Broken rice,Total
ปลายข้าว,เซเนกัล,1897.0,3386.5,4597.1,78.5,35.8,Broken rice,Senegal
ปลายข้าว,อินโดนีเซีย,1074.2,919.4,3046.1,-14.4,231.3,Broken rice,Indonesia
ปลายข้าว,จีน,2438.0,3421.9,2567.5,40.4,-25.0,Broken rice,China
ปลายข้าว,โกตติวัวร์,2129.2,376.7,1868.5,-82.3,396.0,Broken rice,Cote D'Ivdire
ปลายข้าว,ปาปัวนิวกินี,319.7,698.1,940.0,118.4,34.7,Broken rice,Papua New Guinea
ปลายข้าว,โตโก,116.6,188.0,588.1,61.3,212.8,Broken rice,Togo
ปลายข้าว,แคเมอรูน,374.0,474.8,441.6,26.9,-7.0,Broken rice,Cameroon
ปลายข้าว,สหรัฐอเมริกา,88.4,468.2,335.2,429.8,-28.4,Broken rice,United States
ปลายข้าว,ลาว,125.4,136.3,294.0,8.7,115.7,Broken rice,Laos
ปลายข้าว,ประเทศอื่นๆ,1958.1,1970.0,2642.9,0.6,34.2,Broken rice,Other countries
ข้าวเหนียว,รวมยอด,3113.5,3806.2,3552.3,22.3,-6.7,Glutinous rice,Total
ข้าวเหนียว,จีน,1194.2,1515.0,1434.5,26.9,-5.3,Glutinous rice,China
ข้าวเหนียว,สหรัฐอเมริกา,523.9,517.5,593.5,-1.2,14.7,Glutinous rice,United States
ข้าวเหนียว,ลาว,121.8,407.0,343.0,234.1,-15.7,Glutinous rice,Laos
ข้าวเหนียว,เวียดนาม,151.4,213.9,152.5,41.2,-28.7,Glutinous rice,Vietnam
ข้าวเหนียว,ญี่ปุ่น,105.0,152.7,145.7,45.4,-4.6,Glutinous rice,Japan
ข้าวเหนียว,ฮ่องกง,109.0,118.2,114.0,8.4,-3.5,Glutinous rice,"Hong Kong, China"
ข้าวเหนียว,ออสเตรเลีย,86.1,92.0,93.5,6.8,1.7,Glutinous rice,Australia 
ข้าวเหนียว,สิงคโปร์,95.1,83.3,86.9,-12.4,4.3,Glutinous rice,Singapore
ข้าวเหนียว,ประเทศอื่นๆ,726.7,706.7,588.7,-2.7,-16.7,Glutinous rice,Other countries
ข้าวขาว ,รวมยอด,40652.0,60361.8,88476.9,48.5,46.6,White non-glutinous rice,Total
ข้าวขาว ,อินโดนีเซีย,13.1,463.8,22414.5,3438.6,4733.1,White non-glutinous rice,Indonesia
ข้าวขาว ,อิรัก,4074.1,23008.2,14164.6,464.7,-38.4,White non-glutinous rice,Iraq
ข้าวขาว ,มาเลเซีย,1910.7,1814.9,7114.6,-5.0,292.0,White non-glutinous rice,Malaysia
ข้าวขาว ,ฟิลิปปินส์,1905.4,2458.7,7096.6,29.0,188.6,White non-glutinous rice,Philippines
ข้าวขาว ,ญี่ปุ่น,4135.1,4189.7,5517.8,1.3,31.7,White non-glutinous rice,Japan
ข้าวขาว ,โมซัมบิก,3036.9,2616.1,3368.1,-13.9,28.7,White non-glutinous rice,Mozambique
ข้าวขาว ,สหรัฐอเมริกา,2463.9,3571.2,3039.3,44.9,-14.9,White non-glutinous rice,United States
ข้าวขาว ,แองโกลา,3348.1,2879.3,2471.8,-14.0,-14.2,White non-glutinous rice,Angola
ข้าวขาว ,ประเทศอื่นๆ,19764.6,19359.9,23289.6,-2.0,20.3,White non-glutinous rice,Other countries
ข้าวกล้อง  ,รวมยอด,2174.5,2103.8,1985.5,-3.3,-5.6,Husked rice,Total
ข้าวกล้อง  ,เกาหลีใต้,453.0,689.8,630.3,52.3,-8.6,Husked rice,Korea (South)  
ข้าวกล้อง  ,สหรัฐอเมริกา,317.2,363.2,329.1,14.5,-9.4,Husked rice,United States
ข้าวกล้อง  ,สิงคโปร์,219.0,180.6,164.4,-17.6,-8.9,Husked rice,Singapore
ข้าวกล้อง  ,นิวแคลีโดเนีย,103.6,115.8,107.0,11.8,-7.6,Husked rice,New Caledonia
ข้าวกล้อง  ,ฮ่องกง,122.8,123.6,97.3,0.6,-21.3,Husked rice,"Hong Kong, China"
ข้าวกล้อง  ,จีน,34.8,53.4,91.8,53.1,72.1,Husked rice,China
ข้าวกล้อง  ,แคนาดา,74.0,85.3,91.3,15.3,7.0,Husked rice,Canada
ข้าวกล้อง  ,อิตาลี,107.2,125.5,82.1,17.1,-34.6,Husked rice,Italy
ข้าวกล้อง  ,ประเทศอื่นๆ,742.8,366.5,392.2,-50.7,7.0,Husked rice,Other countries
,,,,,,,,
หมายเหตุ: อัตราการขยายตัวคำนวณจากมูลค่าเป็นบาท,,,,,,,,
Note: The growth rate is calculate from the value in baht.,,,,,,,,
ที่มา: สำนักงานปลัดกระทรวงพาณิชย์ ,,,,,,,,
Source: Office of the Permanent Secretary Ministry of Commerce,,,,,,,,
