ตาราง 12.12 การผลิตแร่ที่สำคัญ จำแนกตามชนิดแร่ พ.ศ. 2563 - 2565,,,,
Table 12.12 Production of Principal Minerals by Kind of Mineral: 2020 - 2022,,,,
,,,,
,,,,(ตัน  Ton)
ชนิดแร่, 2563 (2020)r, 2564 (2021)r, 2565 (2022),Kind of mineral
หินปูน (หินอุตสาหกรรมชนิดก่อสร้าง),106079091,107589465,113229435,Limestone (industrial rock-construction)
หินปูน (หินอุตสาหกรรมซีเมนต์),65198605,76095891,55388577,Limestone (industrial rock-cement)
ลิกไนต์,13250574,14221573,13641283,Lignite
หินบะซอลต์ (หินอุตสาหกรรม),13674328,14051920,13388582,Basalt (industrial rock)
ยิปซัม (ชนิดก้อน),8012293,8788841,8022925,Gypsum (unground)
แกรนิต (หินอุตสาหกรรมชนิดก่อสร้าง),14760209,14508620,13295045,Granite (industrial rock-construction)
หินดินดาน (หินอุตสาหกรรมซีเมนต์),3222830,15597967,3776106,Shale (industrial rock-cement)
หินปูน (หินอุตสาหกรรมอื่น ๆ),7222187,8764671,7576870,Limestone (industries rock-others)
เหล็ก,113239,324914,190000,Iron ore
แอนดิไซต์ (หินอุตสาหกรรม),2428606,1717330,821738,Andesite (industrial rock)
เกลือหิน,1439877,1563970,1737090,Rock salt
โดโลไมต์,3772735,3957939,3929716,Dolomite 
ทรายแก้ว,1252909,1322614,1425403,Glass sand
หินอ่อน (เศษหิน) (1),176540,528607,206896,Marble (fragment) (1)
แอนไฮไดรต์,1266826,1614157,1824637,Anhydrite
แคลไซด์,1430044,1599888,1397580,Calcite
เฟลด์สปาร์ โซเดียม (ชนิดก้อน),1099140,1341897,1905111,Feldspar sodium (unground)
บอลเคลย์,25777,84895,90904,Ball clay
ดินขาว (ไม่ได้ทำการแต่งแร่),594850,828488,778988,Kaolin (unwashed)
ไพโรฟิลไลต์,31522,26030,30369,Pyrophyllite
ดินขาว (ทำการแต่งแร่แล้ว),71051,101711,86076,Kaolin (washed)
ดินมาร์ล,3000,4200,17500,Marl
หินอ่อน (หินประดับ) (1),6143,4289,3103,Marble (dimension stone) (1)
แกรนิต (หินประดับ) (1),2386,4697,7283,Granite (dimension stone) (1)
ฟลูออไรต์ (เกรดโลหกรรม),9807,9766,59243,Fluorite (metallurgical grade)
ควอตซ์ (ชนิดก้อน),31500,5000,-,Quartz (unground)
ดีบุก,315,351,132,Tin concentrates
,,,,
(1) หน่วยเป็นลูกบาศก์เมตร ,,,,
(1) Unit in cubic metre,,,,
ที่มา: กรมอุตสาหกรรมพื้นฐานและการเหมืองแร่  กระทรวงอุตสาหกรรม ,,,,
"Source: Department of Primary Industries and Mines,  Ministry of Industry",,,,
