ตาราง 13.6 การผลิตและการใช้น้ำมันสำเร็จรูป พ.ศ. 2563 - 2565,,,,,,
Table 13.6 Production and Consumption of Petroleum Products: 2020 - 2022,,,,,,
,,,,,,
,,,,,,(ล้านลิตร   Million litre)
การจัดจำแนก,ประเภท,2563 (2020),2564 (2021),2565 (2022),Classification,Type
การผลิต,รวมยอด,62966,61246,57338,Production,Total
การผลิต,ก๊าซปิโตรเลียมเหลว,10178,10502,9212,Production,LPG
การผลิต,เบนซินไร้สารตะกั่ว ออกเทน 91,1360,1811,1888,Production,ULG RON 91
การผลิต,เบนซินไร้สารตะกั่ว ออกเทน 95,417,298,261,Production,ULG RON 95
การผลิต,แก๊สโซฮอล์ อี10 ออกเทน 91,2984,2497,2552,Production,Gasohol E10 RON 91
การผลิต,แก๊สโซฮอล์ อี10 ออกเทน 95,5682,5429,5911,Production,Gasohol E10 RON 95
การผลิต,แก๊สโซฮอล์ อี20 ออกเทน 95,2247,2066,1999,Production,Gasohol E20 RON 95
การผลิต,แก๊สโซฮอล์ อี85,330,286,302,Production,Gasohol E85
การผลิต,น้ำมันเครื่องบิน,3261,2097,3736,Production,Jet fuel
การผลิต,น้ำมันก๊าด,1657,1682,1925,Production,Kerosene
การผลิต,ดีเซลหมุนเร็ว,30113,29332,23815,Production,High speed diesel
การผลิต,น้ำมันเตา,4737,5246,5737,Production,Fuel oil
การใช้,รวมยอด,46317,43728,47664,Consumption,Total
การใช้,ก๊าซปิโตรเลียมเหลว,6291,6260,6731,Consumption,LPG
การใช้,เบนซินไร้สารตะกั่ว ออกเทน 95,291,241,192,Consumption,ULG RON 95
การใช้,แก๊สโซฮอล์ อี10 ออกเทน 91,3007,2518,2563,Consumption,Gasohol E10 RON 91
การใช้,แก๊สโซฮอล์ อี10 ออกเทน 95,5588,5437,5942,Consumption,Gasohol E10 RON 95
การใช้,แก๊สโซฮอล์ อี20 ออกเทน 95,2393,2113,2008,Consumption,Gasohol E20 RON 95
การใช้,แก๊สโซฮอล์ อี85,330,286,302,Consumption,Gasohol E85
การใช้,น้ำมันเครื่องบิน,2745,1775,3337,Consumption,Jet fuel
การใช้,น้ำมันก๊าด,6,6,5,Consumption,Kerosene
การใช้,ดีเซลหมุนเร็ว,23920,23053,24230,Consumption,High speed diesel
การใช้,น้ำมันเตา,1746,2039,2354,Consumption,Fuel oil
,,,,,,
ที่มา: กรมพัฒนาพลังงานทดแทนและอนุรักษ์พลังงาน  กระทรวงพลังงาน,,,,,,
"Source: Department of Alternative Energy Development and Efficiency,  Ministry of Energy",,,,,,
