ตาราง 16.3 ประชากรอายุ 6 ปีขึ้นไป จำแนกตามการใช้อินเทอร์เน็ต/โทรศัพท์มือถือ และภาค พ.ศ. 2565 - 2566,,,,,,,,
Table 16.3 Population Aged 6 Years and Over by Internet/Mobile Phone Using and Region: 2022 - 2023,,,,,,,,
,,,,,,,,
,,,,,,,,(พันคน Thousand persons)
ปี,ภาค,รวม (Total),ใช้อินเทอร์เน็ต (Use the internet),ไม่ใช้ใช้อินเทอร์เน็ต (Do not use the internet),ใช้โทรศัพท์มือถือ (Use the Mobile phone),ไม่ใช้โทรศัพท์มือถือ (Do not use the Mobile phone),year,Region
2565,ทั่วราชอาณาจักร,65532.3,56785.5,8746.7,62261.2,3271.1,2022,Whole Kingdom
2565,กรุงเทพมหานคร,8556.5,8149.2,407.3,8359.1,197.4,2022,Bangkok
2565,ภาคกลาง,20346.8,18253.0,2093.9,19585.8,761.0,2022,Central Region
2565,ภาคเหนือ,10600.9,8440.6,2160.3,9819.9,781.0,2022,Northern Region
2565,ภาคตะวันออกเฉียงเหนือ,17073.3,14086.8,2986.5,15995.3,1078.0,2022,Northeastern Region
2565,ภาคใต้,8954.7,7856.1,1098.7,8501.0,453.7,2022,Southern Region
2566,ทั่วราชอาณาจักร,65771.5,58114.3,7657.3,62476.9,3294.6,2023,Whole Kingdom
2566,กรุงเทพมหานคร,8598.4,8209.7,388.7,8394.4,204.0,2023,Bangkok
2566,ภาคกลาง,20607.8,18661.2,1946.6,19811.9,795.9,2023,Central Region
2566,ภาคเหนือ,10554.4,8615.7,1938.7,9760.6,793.8,2023,Northern Region
2566,ภาคตะวันออกเฉียงเหนือ,16997.0,14586.5,2410.5,15956.3,1040.7,2023,Northeastern Region
2566,ภาคใต้,9013.9,8041.2,972.7,8553.7,460.2,2023,Southern Region
,,,,,,,,
ที่มา: การสำรวจการมีการใช้เทคโนโลยีสารสนเทศและการสื่อสารในครัวเรือน สำนักงานสถิติแห่งชาติ กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,,,,,,,,
"Source: The Households Survey on the Use of Information and Communication Technology, National Statistical Office, Ministry of Digital Economy and Society",,,,,,,,
