ตาราง  16.1 บริการไปรษณีย์ พ.ศ. 2564 - 2566,,,,,,,,
Table  16.1 Postal Services: 2021 - 2023,,,,,,,,
,,,,,,,,
,,,,,,,,(ฉบับ  Numbers)
บริการไปรษณีย์ ,รายการ,จำนวน (Number)_2564 (2021),จำนวน (Number)_2565 (2022),จำนวน (Number)_2566 (2022),อัตราการเปลี่ยนแปลง (Percent change) _2565 (2022),อัตราการเปลี่ยนแปลง (Percent change)_2566 (2022),Postal Services,Item
ไปรษณีย์ในประเทศ,รวม,1559038710,1408489824,1323060039,-9.7,-6.1,Domestic mail,Total
ไปรษณีย์ในประเทศ,ไปรษณียภัณฑ์ธรรมดา,1242849213,1154602517,874126406,-7.1,-24.3,Domestic mail,Postal ordinary
ไปรษณีย์ในประเทศ,พัสดุไปรษณีย์,4987507,3083587,4005906,-38.2,29.9,Domestic mail,Postal parcels
ไปรษณีย์ในประเทศ,บริการพิเศษ,311201990,250803720,444927727,-19.4,77.4,Domestic mail,Special service
ไปรษณีย์ระหว่างประเทศ,รวม,17807751,15233489.77,9977409,-14.5,-34.5,International Mail,Total 
ไปรษณีย์ระหว่างประเทศขาออก,รวม,6876897,4725819.32,3343710,-31.3,-29.2,Outbound International Mail,Total
ไปรษณีย์ระหว่างประเทศขาออก,ไปรษณียภัณฑ์ธรรมดา,4917460,3404531.32,1448620,-30.8,-57.5,Outbound International Mail,Postal ordinary
ไปรษณีย์ระหว่างประเทศขาออก,พัสดุไปรษณีย์,482514,183138,177454,-62.0,-3.1,Outbound International Mail,Postal parcels
ไปรษณีย์ระหว่างประเทศขาออก,บริการพิเศษ,1476923,1138150,1717636,-22.9,50.9,Outbound International Mail,Special service
ไปรษณีย์ระหว่างประเทศขาเข้า,รวม,10930854,10507670.45,6633699,-3.9,-36.9,Incoming International mail,Total
ไปรษณีย์ระหว่างประเทศขาเข้า,ไปรษณียภัณฑ์ธรรมดา,8898864,8031527.819,5522365,-9.7,-31.2,Incoming International Mail,Postal ordinary
ไปรษณีย์ระหว่างประเทศขาเข้า,พัสดุไปรษณีย์,347755,284316,267365,-18.2,-6.0,Incoming International Mail,Postal parcels
ไปรษณีย์ระหว่างประเทศขาเข้า,บริการพิเศษ,1684235,2191826.63,843969,30.1,-61.5,Incoming International Mail,Special service
,,,,,,,,
ที่มา: บริษัท ไปรษณีย์ไทย จำกัด กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,,,,,,,,
"Source: Thailand Post Co., Ltd., Ministry of Digital Economy and Society",,,,,,,,
